,AAPL,MSFT,NVDA,TSLA,AMZN,META,GOOGL
2021-02-26,164560400,37819200,500932000,123267600,85518000,26619500,40042000
2021-03-01,116307900,25324000,353184000,81408600,54582000,22157300,26060000
2021-03-02,102260900,22812500,264116000,71196600,51916000,15191700,25564000
2021-03-03,112966300,34029500,377592000,90624000,79774000,15513500,33892000
2021-03-04,178155000,44727800,573344000,197758500,109632000,31626500,49216000
2021-03-05,153766600,41872800,542840000,268189500,107772000,26820100,53100000
2021-03-08,154376600,35267400,543112000,155361000,83700000,18391800,36868000
2021-03-09,129525800,33080500,521824000,202569900,80600000,22039700,33920000
2021-03-10,111943300,29746800,384376000,181817100,60250000,14210300,27100000
2021-03-11,103026500,29907600,299916000,108761700,55528000,21834000,27702000
2021-03-12,88105100,22653700,243964000,100751400,48438000,20600200,33818000
2021-03-15,92403800,26034900,221988000,88006800,58272000,16844800,26168000
2021-03-16,115227900,28092200,272128000,96587100,50776000,22437700,31900000
2021-03-17,111932600,29562100,243864000,121117500,62372000,21315000,26382000
2021-03-18,121229700,34833000,293896000,99674400,72992000,18728300,31700000
2021-03-19,185549500,46430700,299208000,128682000,92508000,38930500,46072000
2021-03-22,111912300,30127000,297804000,118536600,58044000,28273100,33536000
2021-03-23,95467100,31638400,222048000,91475700,76346000,23000900,28510000
2021-03-24,88530500,25620100,245840000,101385600,59180000,18675000,25218000
2021-03-25,98844700,34061900,295144000,117674700,71270000,24505600,35616000
2021-03-26,94071200,25479900,363968000,101558400,66258000,17629200,27978000
2021-03-29,80819200,25227500,273520000,85911000,54920000,21718800,26492000
2021-03-30,85671900,24792000,200204000,118297200,46752000,17474500,27312000
2021-03-31,118323800,43623500,314776000,100011900,61878000,19498200,42570000
2021-04-01,75089100,30338000,308276000,105895200,58806000,17616000,39880000
2021-04-05,88651200,36910600,255672000,125528400,66698000,28237000,48510000
2021-04-06,80171300,22931900,191744000,84815400,50756000,17335200,35240000
2021-04-07,83466700,22719800,251284000,78928200,66924000,22855200,24134000
2021-04-08,88844600,23625200,244416000,71772900,56242000,20894100,28664000
2021-04-09,106686700,24326800,195172000,64311300,86830000,15988600,26146000
2021-04-12,91420000,27148700,869324000,87407100,65636000,10881900,25024000
2021-04-13,91266500,23837500,676212000,133958400,66316000,14036900,25682000
2021-04-14,87222800,23070900,385500000,147052200,62904000,17421400,21002000
2021-04-15,89347100,25627500,598480000,83546700,64672000,14558300,29174000
2021-04-16,84922400,24878600,335208000,83938500,63720000,13059200,26282000
2021-04-19,94264200,23209300,404420000,119058600,54508000,14553500,30290000
2021-04-20,94812300,19722900,334132000,106827000,52460000,16796400,22288000
2021-04-21,68847100,24030400,216776000,93646500,44224000,14863500,23204000
2021-04-22,84566500,25606200,277788000,106770900,51612000,16375400,24146000
2021-04-23,78657500,21462600,227500000,85110000,63856000,17536800,29066000
2021-04-26,66905100,19763300,197796000,93115500,97614000,16172600,32038000
2021-04-27,66015800,31014200,164572000,88311000,76542000,15309300,44386000
2021-04-28,107760100,46903100,209416000,66813000,92638000,33907200,81106000
2021-04-29,151101000,40589000,173196000,86536200,153648000,56526800,41234000
2021-04-30,109839500,30945100,201912000,122276100,140186000,26332400,44856000
2021-05-03,75135100,19626600,203912000,81129300,117510000,18719500,28242000
2021-05-04,137564700,32756100,405324000,89217900,108788000,24032600,44818000
2021-05-05,84000900,21901300,292024000,65705700,74226000,15577600,26636000
2021-05-06,78128300,26491100,193380000,83353800,88954000,19012200,25190000
2021-05-07,78973300,27032900,229328000,70407600,94206000,15916700,28898000
2021-05-10,88071200,29299900,268904000,94177200,116772000,24239200,30914000
2021-05-11,126142800,33641600,285584000,139511700,92396000,18920100,34186000
2021-05-12,112172300,36684400,303408000,101470800,98728000,24645500,46376000
2021-05-13,105861300,29624300,285404000,132554700,67018000,18079200,33204000
2021-05-14,81918000,23901100,258616000,100112700,66500000,19245700,31996000
2021-05-17,74244600,24970200,216980000,97171200,74478000,15401300,21598000
2021-05-18,63342900,20168000,186256000,110491800,56568000,14522400,22204000
2021-05-19,92612000,25739800,344000000,118735200,53594000,19106200,23684000
2021-05-20,76857100,21800700,321592000,92463300,52664000,17320200,32352000
2021-05-21,79295400,21863100,672992000,78091800,82098000,13600900,40632000
2021-05-24,63092900,21411500,554816000,103674300,48456000,16445400,31832000
2021-05-25,72009500,17704300,435408000,84017700,65222000,16437000,22440000
2021-05-26,56575900,17771600,370440000,85917900,47680000,9686900,21572000
2021-05-27,94625600,24426200,581476000,79111800,51224000,20477700,35224000
2021-05-28,71311100,18270200,644536000,68211000,46596000,12037400,21482000
2021-06-01,67637100,23213300,472804000,54254700,48600000,11765900,23354000
2021-06-02,59278900,19406700,594168000,69908400,40290000,11654300,21158000
2021-06-03,76229200,25307700,580008000,90335700,47966000,12610800,18696000
2021-06-04,75169300,25281100,617120000,72110700,44994000,13289400,24458000
2021-06-07,71057600,23079200,575756000,67631100,44316000,20136700,24120000
2021-06-08,74403800,22455000,323848000,78160200,68334000,14580500,24240000
2021-06-09,56877900,17937600,381656000,49753800,49110000,13727900,17942000
2021-06-10,71186400,24563600,287772000,71758800,69530000,13240200,25904000
2021-06-11,53522400,18999700,416308000,48615900,56348000,13587900,21958000
2021-06-14,96906500,19150500,321376000,61272000,51394000,12250800,22098000
2021-06-15,62746300,18038900,243032000,53292300,48524000,15795200,21562000
2021-06-16,91815000,27220000,307124000,66432300,84056000,17232200,26472000
2021-06-17,96721700,27565500,809656000,68104200,102730000,17794100,25842000
2021-06-18,108953300,37202200,968856000,73682700,104954000,23039500,46116000
2021-06-21,79663300,26696100,672384000,74438100,65542000,11337500,27414000
2021-06-22,74783600,24694100,580144000,57476700,66902000,15345300,22390000
2021-06-23,60214200,19518700,332356000,93297600,56266000,14817800,19148000
2021-06-24,68711000,21446900,320924000,137947200,76640000,12329100,21362000
2021-06-25,70783700,25611100,278364000,97490100,78820000,14594400,34594000
2021-06-28,62111300,19590000,495436000,64884600,44856000,29156100,28526000
2021-06-29,64556100,19937800,367632000,52143900,41968000,21417300,23108000
2021-06-30,63261400,21656500,326568000,56774700,48080000,15107500,24474000
2021-07-01,52485800,16725300,480136000,55903500,40742000,17137000,18110000
2021-07-02,78852600,26458000,342764000,81163500,63388000,11521300,25982000
2021-07-06,108181800,31565600,446708000,69853500,134896000,13488500,26404000
2021-07-07,104911600,23260000,418428000,56376000,106562000,14218900,24060000
2021-07-08,105575500,24618600,503300000,68319900,103612000,14406500,23790000
2021-07-09,99890800,23916700,296624000,54421500,74964000,13018700,18632000
2021-07-12,76299700,18931700,321984000,77781000,51432000,10018600,17668000
2021-07-13,100827100,26120100,290708000,62898300,76918000,11456000,19240000
2021-07-14,127050800,23113700,380100000,64923600,65932000,13894200,23742000
2021-07-15,106820300,22604200,550564000,60628800,63706000,14781600,24218000
2021-07-16,93251400,26186800,688224000,49113000,80874000,11026100,20424000
2021-07-19,121434600,32935600,749060000,63891300,75692000,14372300,27968000
2021-07-20,96350000,26259700,434687000,46461300,65114000,11024300,26312000
2021-07-21,74993500,24364300,371017000,41859900,46380000,9279700,20746000
2021-07-22,77338200,23384100,323826000,45317100,65308000,12385400,14302000
2021-07-23,71447400,22768100,195672000,43814700,48726000,33694300,41506000
2021-07-26,72434100,23176100,203943000,76009800,58002000,14925200,30572000
2021-07-27,104818600,33604100,248863000,98439900,82638000,15705400,54710000
2021-07-28,118931200,33566900,202191000,48019800,59988000,29676900,95130000
2021-07-29,56699500,18168300,190781000,91183800,110400000,33413200,31716000
2021-07-30,70440600,20944800,183497000,88969200,199312000,15976200,25576000
2021-08-02,62880000,16267400,217444000,100847400,67078000,13180400,21634000
2021-08-03,64786600,17879000,301811000,64860900,83146000,12406100,20762000
2021-08-04,56368300,16191300,231309000,51007800,43678000,14180600,19676000
2021-08-05,46397700,13900200,211435000,38758800,48670000,10247200,17870000
2021-08-06,54126800,16589300,178497000,46869000,52752000,8925000,20488000
2021-08-09,48908700,16117600,146443000,44145900,42964000,7798900,17760000
2021-08-10,69023100,18616600,179238000,40296900,48252000,7469900,19414000
2021-08-11,48493500,13955900,185925000,29401800,58944000,8400300,15352000
2021-08-12,72282600,14561300,151652000,52377300,46282000,7170700,16506000
2021-08-13,59375000,18249000,183063000,50194500,41134000,7195700,15948000
2021-08-16,103296000,22507600,210876000,68032200,66394000,11222100,22384000
2021-08-17,92229700,20075300,204585000,71163900,67758000,12328700,21716000
2021-08-18,86326000,21813000,285913000,61048200,56086000,10042400,19258000
2021-08-19,86960300,29850500,766555000,42940500,75658000,12004500,21782000
2021-08-20,60549600,40817600,675741000,44525700,67168000,8697700,31194000
2021-08-23,60131800,22830200,575807000,60794700,65362000,10942000,28454000
2021-08-24,48606400,18175800,297299000,39249300,51036000,9235100,19268000
2021-08-25,58991300,20006100,347701000,37936800,33606000,9684500,15848000
2021-08-26,48597200,17666100,237940000,39642900,41976000,7888700,20610000
2021-08-27,55802400,22605700,304722000,41501400,48048000,11219100,28780000
2021-08-30,90956700,16348100,262580000,55812600,63844000,13547300,24434000
2021-08-31,86453100,26285300,259850000,62566200,87128000,12345400,22448000
2021-09-01,80313700,18983800,201767000,39612900,72598000,11567200,21936000
2021-09-02,71115500,16285600,187834000,38331900,58474000,14832900,32342000
2021-09-03,57808700,14747900,280532000,45738300,51514000,7509600,19850000
2021-09-07,82278300,17180400,198107000,60119400,54758000,10793800,20124000
2021-09-08,74420200,15046800,254434000,56379000,61068000,11067200,18344000
2021-09-09,57305700,19927000,196856000,42233100,54384000,9098900,15314000
2021-09-10,140893200,19633400,248376000,45552600,47946000,11549600,36840000
2021-09-13,102404300,23652900,297500000,68857500,51380000,13026300,22094000
2021-09-14,109296300,21853400,199755000,55574700,38738000,8711600,19674000
2021-09-15,83281300,28356300,166538000,46073100,59150000,17940300,27408000
2021-09-16,68034100,19550800,156033000,41770200,51672000,11934200,26190000
2021-09-17,129868800,41372500,294503000,84612600,92332000,26299000,53384000
2021-09-20,123478900,38278700,349440000,74273100,93382000,19822800,46518000
2021-09-21,75834000,22364100,204688000,48992100,55618000,11751900,25332000
2021-09-22,76404300,26626300,268726000,45378900,48228000,43692900,25056000
2021-09-23,64838200,18604600,248555000,35842500,47588000,21806300,20952000
2021-09-24,53477900,14999000,217655000,64119000,42324000,18801900,22984000
2021-09-27,74150700,23571700,245215000,84212100,72690000,15205800,21882000
2021-09-28,108972300,43186200,343069000,76144200,88616000,21710300,45772000
2021-09-29,74602000,26353700,218394000,62828700,51246000,14452200,30848000
2021-09-30,89056700,32343600,221009000,53868000,56848000,16547100,37996000
2021-10-01,94639600,30086300,240978000,51094200,56712000,14905300,35360000
2021-10-04,98322000,31350700,345635000,91449900,90462000,42885000,51202000
2021-10-05,80861100,24993000,279282000,55297800,65384000,35377900,32404000
2021-10-06,83221100,28002600,297202000,43898400,50660000,26443000,24364000
2021-10-07,61732700,20430500,256919000,57587400,48182000,28307500,25110000
2021-10-08,58773200,17685700,151258000,50215800,39964000,15946100,26526000
2021-10-11,64452200,19298600,163388000,42600900,40684000,14708200,17954000
2021-10-12,73035900,17974100,162134000,66060000,36392000,31658700,36332000
2021-10-13,78762700,23416300,180652000,42360300,48402000,14761500,19654000
2021-10-14,69907100,27262900,243589000,36741600,42190000,14302200,31894000
2021-10-15,67940300,25384800,226994000,56773800,103598000,21596400,30274000
2021-10-18,85589200,22729300,189494000,72621600,63482000,21585000,20396000
2021-10-19,76378900,17682100,161473000,52143300,47722000,18786300,20164000
2021-10-20,58418800,16537100,146276000,42096300,42796000,13639500,23288000
2021-10-21,61421000,16918100,187590000,94444500,37628000,16354400,26292000
2021-10-22,58883400,17449300,249384000,68642400,62782000,35224500,50588000
2021-10-25,50720600,17554500,230235000,188556300,44520000,38409000,34412000
2021-10-26,60893400,28107300,485898000,187245000,53966000,65654000,49236000
2021-10-27,56094900,52588700,245990000,115579500,54044000,29971800,85782000
2021-10-28,100077900,26297900,234204000,81639600,114174000,50806800,36206000
2021-10-29,124953200,34766000,292503000,89755200,129722000,37059400,43320000
2021-11-01,74588300,27073200,265740000,168146100,72178000,31518900,46924000
2021-11-02,69122000,26487100,294112000,128213400,52552000,28353000,33482000
2021-11-03,54511500,21500100,239910000,103885500,67944000,20786500,27494000
2021-11-04,60394600,23992200,1153631000,76192200,107060000,22495300,38412000
2021-11-05,65463900,22570100,851260000,64886400,99940000,26872800,38354000
2021-11-08,55020900,20897000,503101000,100337100,61480000,18342500,23052000
2021-11-09,56787900,21307400,646746000,177317400,85898000,17556700,19530000
2021-11-10,65187100,25500900,636206000,128408100,80548000,21872600,29970000
2021-11-11,41000000,16849800,332172000,67189800,45288000,12376600,16518000
2021-11-12,63804000,23831000,413054000,76719300,53788000,25414300,22360000
2021-11-15,59222800,16723000,384909000,104326800,58594000,25076600,23508000
2021-11-16,59256200,20886800,264484000,79627200,44342000,18181100,18904000
2021-11-17,88807000,19053400,428508000,94336200,51206000,13602800,19594000
2021-11-18,137827700,22463500,781711000,62696700,114070000,17487200,35608000
2021-11-19,117305600,21963400,533867000,64926900,98734000,26488500,33682000
2021-11-22,117467900,31031100,754335000,99217500,96844000,27116800,30594000
2021-11-23,96041900,30427600,532163000,108515100,73804000,17225000,27218000
2021-11-24,69463600,21661300,435162000,67680600,46560000,13566200,18040000
2021-11-26,76959800,24217200,283069000,35042700,59826000,14750700,30470000
2021-11-29,88748200,28563500,454964000,58393500,65312000,16650900,32596000
2021-11-30,174048100,42885600,622066000,81276000,80022000,25390000,42068000
2021-12-01,152052500,33337600,484368000,68450400,74916000,30329600,34020000
2021-12-02,136739200,30766000,472890000,73114800,64726000,24396200,29194000
2021-12-03,118023100,41779300,544325000,92322000,80712000,27471000,41230000
2021-12-06,107497000,30032600,658938000,81663000,68860000,21758300,30618000
2021-12-07,120405400,31021900,593053000,56084700,66410000,18794000,32240000
2021-12-08,116998900,24761000,475551000,41906400,45254000,19937700,24270000
2021-12-09,108923700,22214200,488507000,59438400,46062000,16879200,23270000
2021-12-10,115402700,38095700,488825000,59664300,60690000,14528000,24458000
2021-12-13,153237000,28899400,598344000,78595500,62170000,22948700,27070000
2021-12-14,139380400,44438700,667035000,70806300,55976000,20461000,38446000
2021-12-15,131063300,35381100,698297000,75169200,75794000,24681300,36370000
2021-12-16,150185800,35034800,707366000,82771500,60876000,22635000,33650000
2021-12-17,195432700,47750300,713758000,100437300,85542000,40012600,50416000
2021-12-20,107499100,28326500,461847000,56480100,57372000,17901800,27192000
2021-12-21,91185900,24740600,524385000,71517900,55956000,16116800,28756000
2021-12-22,92135300,24831500,395184000,93634200,55036000,16764600,26322000
2021-12-23,68356600,19617800,343022000,92713200,36788000,13987700,26384000
2021-12-27,74919600,19947000,403686000,71145900,58688000,17795000,15976000
2021-12-28,79144300,15661500,420591000,60324000,54638000,16637600,18200000
2021-12-29,62348900,15042000,343139000,56154000,35754000,10747000,17788000
2021-12-30,59773000,15994500,308864000,47040900,37584000,10593300,15688000
2021-12-31,64062300,18000800,266530000,40733700,47830000,12870500,18136000
2022-01-03,104487900,28865100,391547000,103931400,63520000,14537900,28646000
2022-01-04,99310400,32674300,527154000,100248300,70726000,15998000,28400000
2022-01-05,94537600,40054300,498064000,80119800,64302000,20564500,54618000
2022-01-06,96904000,39646100,454186000,90336600,51958000,27962800,37348000
2022-01-07,86709100,32720000,409939000,84164700,46606000,14722000,29760000
2022-01-10,106765600,44289500,594681000,91815000,87798000,24942400,44408000
2022-01-11,76138300,29386800,404089000,66063300,62806000,16226800,28730000
2022-01-12,74805200,34372200,383413000,83739000,50030000,14104900,26108000
2022-01-13,84505800,45366000,540171000,97209900,52188000,14797100,31436000
2022-01-14,80440800,39846400,395832000,72924300,45974000,16868500,29662000
2022-01-18,90956700,42333200,424270000,66743400,67292000,22645600,34872000
2022-01-19,94815000,45933900,488315000,75442500,53242000,20814700,28648000
2022-01-20,91420500,35380700,435181000,70488600,71974000,16925000,29908000
2022-01-21,122848900,57984400,718958000,103416000,163972000,28710700,55652000
2022-01-24,162294600,85731500,913982000,151565700,155624000,38878100,76622000
2022-01-25,115798400,72848600,664616000,86595900,90824000,25108500,46960000
2022-01-26,108275300,90428900,755959000,104867400,95602000,28348800,49130000
2022-01-27,121954600,53481300,573353000,147109500,77516000,21629900,31950000
2022-01-28,179935700,49743700,543774000,134789100,74392000,21871600,34362000
2022-01-31,115541600,46444500,564680000,104436000,78308000,21579500,39986000
2022-02-01,86213900,40950400,518925000,73138200,59220000,18023800,68644000
2022-02-02,84914300,36636000,543419000,66792900,87330000,58458300,123200000
2022-02-03,89418100,43730000,410178000,78855600,225532000,188119900,71518000
2022-02-04,82465400,35096500,354829000,73625400,253456000,89342200,57998000
2022-02-07,77251200,28533300,376868000,60994500,102624000,88613800,54974000
2022-02-08,74829200,32421200,410359000,50729100,76040000,94729700,54284000
2022-02-09,71285000,31284700,524282000,52259400,68786000,86563300,40144000
2022-02-10,90865900,45386200,513200000,66126900,68268000,49310400,39330000
2022-02-11,98670700,39175600,605472000,79645800,77100000,46156900,39958000
2022-02-14,86185500,36359500,440424000,67756500,83230000,38184000,34302000
2022-02-15,62527400,27058300,699869000,57286200,56440000,42685500,26680000
2022-02-16,61177400,29982100,732676000,51294300,52704000,45817500,25022000
2022-02-17,69589300,32461600,810595000,55178400,64032000,38747500,38950000
2022-02-18,82772700,34264000,761255000,68501700,63604000,37128400,45620000
2022-02-22,91162800,41736100,633422000,83288100,66128000,39852400,44990000
2022-02-23,90009200,37811200,566511000,95256900,64244000,44481400,32786000
2022-02-24,141147500,56989700,735801000,135322200,100786000,49957200,54456000
2022-02-25,91974200,32546700,528866000,76067700,62396000,37627600,36406000
2022-02-28,95056600,34627500,477319000,99006900,57684000,34239800,38864000
2022-03-01,83474400,31217800,412056000,74766900,44874000,27094900,26496000
2022-03-02,79724800,31873000,389642000,74643300,47334000,29452100,23520000
2022-03-03,76678400,27314500,365095000,61623600,65198000,27263500,24604000
2022-03-04,83737200,32356500,431415000,66999600,60934000,32130900,30430000
2022-03-07,96418800,43157200,450821000,72494100,86934000,38560600,45112000
2022-03-08,131148300,48159500,557467000,80399100,91662000,37508100,40428000
2022-03-09,91454900,35204500,492742000,59184000,82656000,31894700,37026000
2022-03-10,105342000,30628000,428066000,58648500,135062000,24853000,27102000
2022-03-11,96970100,27209300,367209000,67037100,68900000,34694500,31526000
2022-03-14,108732100,30660700,385354000,71152200,74086000,31010500,38812000
2022-03-15,92964300,34245100,491996000,66841200,75584000,31721700,30920000
2022-03-16,102300200,37826300,671422000,84028800,84958000,40640300,35576000
2022-03-17,75615400,30816600,471941000,66582900,72934000,29499700,28264000
2022-03-18,123511700,43390600,730719000,100414200,102962000,52128000,44566000
2022-03-21,95811400,28351200,591727000,81981600,66538000,30142300,26832000
2022-03-22,81532000,27599700,547007000,105868500,64086000,31998800,35496000
2022-03-23,98062700,25715400,502120000,120676200,55812000,23717300,25154000
2022-03-24,90131400,24484500,877379000,68920800,56798000,31502300,26396000
2022-03-25,80546200,22566500,579016000,62031600,49032000,40039000,24126000
2022-03-28,90371900,29578200,425494000,102506100,59854000,26224100,35050000
2022-03-29,100589400,30393400,488984000,73614900,66154000,31417900,34318000
2022-03-30,92633200,28163600,463487000,59865000,56168000,25588000,19884000
2022-03-31,103049300,33422100,523440000,48992700,59966000,24192300,37524000
2022-04-01,78751300,27110500,517235000,54263100,57090000,19544800,25942000
2022-04-04,76468400,24289600,397120000,82035900,49882000,28054800,25942000
2022-04-05,73401800,23156700,436615000,80075100,53728000,29727200,21418000
2022-04-06,89058800,40110400,703833000,89348400,79056000,28995100,32468000
2022-04-07,77594700,31411200,557992000,79447200,68136000,21037200,26234000
2022-04-08,76575500,24361900,524781000,55013700,46002000,18375700,25142000
2022-04-11,72246700,34569300,575207000,59357100,52112000,20516600,36884000
2022-04-12,79265200,30966700,662258000,65976000,55178000,20128800,32710000
2022-04-13,70618900,21907200,516943000,55121100,53390000,19231800,27928000
2022-04-14,75329400,28221600,569097000,58422300,51598000,18379500,31598000
2022-04-18,69023900,20778000,525701000,51715200,46514000,16580800,20808000
2022-04-19,67723800,22297700,512781000,49847700,54926000,20089900,26490000
2022-04-20,67929800,22906700,468974000,70711200,59630000,43036500,31696000
2022-04-21,87227800,29454600,656209000,105416400,63970000,49954100,36446000
2022-04-22,84882400,29405800,624713000,69696600,73078000,36426800,56884000
2022-04-25,96046400,35678900,641566000,68341200,61874000,29281100,46128000
2022-04-26,95623200,46518400,653143000,136133700,77530000,31747400,73054000
2022-04-27,88063200,63477700,499460000,76956300,71336000,71062900,91820000
2022-04-28,130216800,33646600,570327000,124948500,117316000,100890600,48884000
2022-04-29,131747600,37073900,500435000,88133100,272662000,49193400,42676000
2022-05-02,123055300,35151100,572049000,75781500,148788000,49915300,35534000
2022-05-03,88966500,25978600,475751000,63709500,79134000,41556300,24968000
2022-05-04,108256500,33599300,648855000,81643800,110746000,41375900,49916000
2022-05-05,130525300,43260400,626331000,92519100,144392000,41129200,45840000
2022-05-06,116124600,37780300,633297000,72903000,124260000,34747200,39710000
2022-05-09,131577900,47726000,644455000,90810300,128124000,36303200,40802000
2022-05-10,115366700,39336400,761474000,84401700,105434000,34452500,39900000
2022-05-11,142689800,48975900,670167000,97224600,109704000,31153400,37534000
2022-05-12,182602000,51033800,708728000,140313000,132026000,38262200,53836000
2022-05-13,113990900,34925100,670437000,92150700,93684000,24549800,35038000
2022-05-16,86643800,32550900,521446000,86098500,74566000,27112600,25990000
2022-05-17,78336300,28828800,585830000,80236200,76448000,24872700,23054000
2022-05-18,109742900,31356000,545161000,87811800,108380000,23960000,35126000
2022-05-19,136095600,32692300,621310000,90296700,88142000,24446900,34144000
2022-05-20,137426100,39199300,739105000,144973200,99500000,31465600,48962000
2022-05-23,117726300,33175400,639889000,88903500,107798000,25059200,37184000
2022-05-24,104132700,29043900,588550000,89092500,102934000,50406300,76780000
2022-05-25,92482700,28547900,781132000,92139300,93120000,28030200,40258000
2022-05-26,90601500,25002100,996575000,106003200,93002000,23056500,37948000
2022-05-27,90978500,26910800,738379000,89295000,93660000,22562700,37914000
2022-05-31,103718400,37827700,664100000,101914500,144634000,26131100,50012000
2022-06-01,74286600,25292200,544514000,77247900,127528000,36623500,36606000
2022-06-02,72348100,44008200,648656000,93473100,100560000,31951600,37992000
2022-06-03,88570300,28059000,598779000,112393800,97604000,19465000,26136000
2022-06-06,71598400,22400300,422406000,84204600,135269000,30574200,33542000
2022-06-07,67808200,22860700,388914000,72808500,85156700,18828700,31590000
2022-06-08,53950200,17372300,363252000,76210500,64926600,22267200,26108000
2022-06-09,69473000,26439700,395574000,96491400,67029800,23501600,25798000
2022-06-10,91437900,31422800,465248000,97536600,87266000,27450800,41452000
2022-06-13,122207100,46135800,604153000,102767400,99277700,31749300,47252000
2022-06-14,84784300,28651500,469680000,97988700,69728800,27244300,33706000
2022-06-15,91533000,33111700,563936000,119131800,85011100,30008300,39698000
2022-06-16,108123900,33169200,545749000,107390700,82186300,26944100,51684000
2022-06-17,134520300,43084800,630334000,92641800,99772100,31374200,51376000
2022-06-21,81000500,29928300,483089000,122793000,70901200,50724900,47416000
2022-06-22,73409200,25939900,437135000,101107500,60040100,47267800,30774000
2022-06-23,72433800,25861400,463680000,104202600,64345300,40499200,28362000
2022-06-24,89116800,33923200,472153000,95770800,69867600,68736000,41164000
2022-06-27,70207900,24615100,427968000,89178300,62133200,29174600,36420000
2022-06-28,67083400,27295500,461149000,90391200,74942900,27744500,35792000
2022-06-29,66242400,20069800,482352000,82897200,66375300,28595200,24716000
2022-06-30,98964500,31730900,686070000,94600500,97679400,35250600,43170000
2022-07-01,71051600,22837700,577610000,74460300,73021200,31423900,35476000
2022-07-05,73353800,22941000,651397000,84581100,76583700,28618600,39342000
2022-07-06,74064300,23824400,529066000,71853600,66958900,23085900,37432000
2022-07-07,66253700,20859900,492903000,81930600,57872300,24083400,40936000
2022-07-08,64547800,19658800,467972000,101854200,45719700,19249200,38238000
2022-07-11,63141600,19455200,437321000,99241200,53487600,21885600,31196000
2022-07-12,77588800,35868500,458483000,87930900,54280300,16639700,29960000
2022-07-13,71185600,29497400,521918000,97954500,61353800,16555100,43722000
2022-07-14,78140700,25102800,456235000,78557400,51163100,23765200,37004000
2022-07-15,76259900,29774100,385935000,69683100,84317800,23342800,46770000
2022-07-18,81420900,20975000,670517000,82537500,59115400,23574300,43164600
2022-07-19,82982400,25012600,702366000,80890200,60990000,25933700,36530900
2022-07-20,64823400,22788300,760538000,88864200,71268300,24784300,35600400
2022-07-21,65086600,22404700,557049000,142032300,60239900,27195800,32676200
2022-07-22,66675400,21881300,536671000,103472700,51463800,42583900,48901200
2022-07-25,53623900,21056000,480748000,64073400,50221300,26166300,34690900
2022-07-26,55138700,39348000,397865000,66820800,67075100,28468400,47991000
2022-07-27,78620700,45994000,569776000,88110000,61582000,43846600,59858500
2022-07-28,81378700,33459300,474646000,84723000,82245500,73214300,32816600
2022-07-29,101786900,32152800,435460000,95313000,148892900,42065400,37223400
2022-08-01,67829400,21539600,476469000,117042900,76846900,40596700,26034300
2022-08-02,59907000,22754200,489527000,95577600,61922400,27374500,20236000
2022-08-03,82507500,23518900,418146000,80091000,71827800,31721900,28499000
2022-08-04,55474100,18098700,409652000,72256200,70585000,23938200,21602900
2022-08-05,56697000,16774600,386068000,113172900,50686900,25832700,19159500
2022-08-08,60276900,18739200,981859000,98994000,52229000,27299100,19138300
2022-08-09,63135500,23405200,668263000,86244600,40434700,18655100,19086500
2022-08-10,70170500,24687800,597422000,94918800,54773800,30262100,30930400
2022-08-11,57149200,20065900,509327000,70155000,44867300,24079100,24293700
2022-08-12,68039400,22619700,478094000,79657200,47643500,21274000,19096300
2022-08-15,54091700,18085700,457666000,89359200,39014600,15878700,19494800
2022-08-16,56377100,18102900,451240000,88136400,59102900,21156700,19041200
2022-08-17,79542000,18253400,446799000,68766000,48149800,20118100,22847000
2022-08-18,62290100,17186200,415447000,47500500,37458700,18844500,17987700
2022-08-19,70346300,20570000,441588000,61395300,47792800,26240800,21809500
2022-08-22,69026800,25061100,409593000,55843200,50461500,19499700,21456600
2022-08-23,54147100,17527400,369986000,63984900,36252100,18111800,15870400
2022-08-24,53841500,18137000,522661000,57259800,38627000,20891500,17734600
2022-08-25,51218200,16583400,770691000,53230000,37496300,15550500,16956800
2022-08-26,78961000,27549300,769127000,57163900,53322700,24023600,37245700
2022-08-29,73314000,20338500,496132000,41864700,48101600,20052700,21191200
2022-08-30,77906200,22767100,530181000,50541800,49203000,19567900,27513300
2022-08-31,87991100,24791800,573710000,52107300,53648700,40953000,28627000
2022-09-01,74229900,23263400,1178865000,54287000,56636100,30145700,28360900
2022-09-02,76957800,22855400,743157000,50890100,57429800,22634200,24160700
2022-09-06,73714800,21328200,535751000,55860000,43888600,19339800,25068300
2022-09-07,87449600,24126700,512657000,50028900,47900300,16831200,23167000
2022-09-08,84923800,20319900,624873000,53713100,43988500,22530800,24238300
2022-09-09,68028800,22084700,486612000,54338100,49387600,22086800,23197700
2022-09-12,104956000,18747700,484159000,48674600,53826900,23220400,22966800
2022-09-13,122656600,33353300,714956000,68229600,72694000,44444100,38172900
2022-09-14,87965400,23913000,588507000,72628700,45316800,43064200,26395100
2022-09-15,90481100,31530900,523625000,64795500,52887200,34606300,34188300
2022-09-16,162278800,39791800,670751000,87087800,115667800,40122800,42797200
2022-09-19,81474200,26826900,569685000,60231200,47279700,22169500,23036800
2022-09-20,107689800,26660300,524818000,61642800,47698400,23217400,26517100
2022-09-21,101696800,28625600,807679000,62555700,58498900,38338600,31487300
2022-09-22,86652500,31061200,759162000,70545400,55229200,34418500,34298600
2022-09-23,96029900,34176000,663309000,63748400,65126700,31710700,31625400
