,AAPL,MSFT,NVDA,TSLA,AMZN,META,GOOGL
2024-04-26,44838400,29694700,551011000,109815700,43919800,32691400,64665300
2024-04-29,68169400,19582100,388971000,243869700,54063900,21502600,45610000
2024-04-30,65934800,28781400,363709000,127031800,94639800,18429500,33562900
2024-05-01,50383100,23562500,559863000,92829700,94645100,20344900,33493200
2024-05-02,94214900,17709400,377898000,89148000,54303500,15221300,24294500
2024-05-03,163224100,17446700,398341000,75491500,39172000,16489100,34662400
2024-05-06,78569700,16996600,376203000,84390300,34725300,15094600,21871300
2024-05-07,77305800,20018200,437342000,75045900,34048900,13406800,28039700
2024-05-08,45057100,11792300,325721000,79969500,26136400,11683900,19569100
2024-05-09,48983000,14689700,378013000,65950300,43368400,9437700,15346700
2024-05-10,50759500,13402300,335325000,72627200,34141800,10750000,29799900
2024-05-13,72044800,15440200,289680000,67018900,24898600,14668800,31327600
2024-05-14,52393600,15109300,296507000,86407400,38698200,10478600,25127100
2024-05-15,70400000,22239500,417735000,79663000,75459900,13100500,26948400
2024-05-16,52845200,17530100,323952000,59812200,38834500,16608200,27867900
2024-05-17,41282900,15352200,359691000,77445800,33175700,10807300,24479300
2024-05-20,44361300,16272100,318764000,61727400,30511800,11745100,22554400
2024-05-21,42309400,21453300,328946000,115266500,50839100,11742200,16989400
2024-05-22,34648500,18073700,548648000,88313500,28148800,10078600,17880000
2024-05-23,51005900,17211700,835065000,71975500,33670200,11747900,21024900
2024-05-24,36327000,11855300,429494000,65584500,27471600,12024300,16579400
2024-05-28,52280100,15718000,652728000,59736600,29927000,10175800,20572200
2024-05-29,53068000,15517100,557442000,54782600,32009300,9226200,23388700
2024-05-30,49889100,28394500,484553000,77618400,29184700,10719600,22931500
2024-05-31,75158300,47995300,613263000,67314600,58903900,16919800,37638900
2024-06-03,50080500,17484700,438392000,68568900,30786600,11279400,27459100
2024-06-04,47471400,14348900,403324000,60056300,27198400,7088700,26879600
2024-06-05,54156800,16988000,528402000,57953800,32116400,15690500,22068500
2024-06-06,41181800,14861300,664696000,69887000,31371200,10667300,23251000
2024-06-07,53103900,13621700,412386000,56244900,28021500,9380700,19661400
2024-06-10,97010200,13982900,313434100,50774600,34445600,11220900,23726700
2024-06-11,172373300,14551100,222551200,64761900,27265100,9673700,21540600
2024-06-12,198134300,22366200,299595000,90389400,33984200,11983200,27864700
2024-06-13,97862700,15960600,260704500,118984100,39721500,9954600,20913300
2024-06-14,70122700,13582000,309320400,82038200,25456400,10243300,18063600
2024-06-17,93728300,20790000,288504400,109786100,35601900,11266600,19618500
2024-06-18,79943300,17112500,294335100,68982300,36659200,13060400,21869900
2024-06-20,86172500,19877400,517768400,55893100,44726800,11801200,20160100
2024-06-21,241805100,34187100,649445800,61937300,70792500,22359200,57759000
2024-06-24,80727000,15913700,476060900,61992100,50610400,13525300,18298000
2024-06-25,55549700,16413400,414192600,62905700,45366400,12063200,23130200
2024-06-26,66213200,16507000,362975900,95737100,65103900,8882300,19839000
2024-06-27,49772700,14806300,252571700,72746500,74397500,10121200,18848900
2024-06-28,82542700,28362300,315516700,95438100,76930200,15855100,29156600
2024-07-01,60402900,17662800,284885500,135691400,41192000,10328200,16006100
2024-07-02,58046200,13979800,218374000,205047900,45600000,7739500,17372500
2024-07-03,37369800,9932800,215749000,166561500,31597900,6005600,10242100
2024-07-05,60412400,16000300,214176700,154501200,39858900,21354100,20967500
2024-07-08,59085900,12962300,237677300,157219600,34767300,14917500,21035900
2024-07-09,48076100,17207200,285366600,160210900,32700100,8753200,15121400
2024-07-10,62627700,18196100,248978600,128519400,32883800,10983300,15952500
2024-07-11,64710600,23111200,374782700,221707300,44565000,16458300,25625800
2024-07-12,53046500,16324300,252680500,155955800,30598500,19750500,22898400
2024-07-15,62631300,14429400,208326200,146912900,40683200,12539200,16474000
2024-07-16,43234300,17175700,214769500,126332500,33994700,14075800,18290700
2024-07-17,57345900,21778000,390086200,115584800,48076100,28076600,20734100
2024-07-18,66034600,20794800,320979500,110869000,51043600,19267200,25315700
2024-07-19,49151500,20940400,217223800,87403900,43081800,15149400,18881900
2024-07-22,48201800,15808800,258068900,101225400,39931900,12023100,24100300
2024-07-23,39960300,13107100,173911000,111928200,47537700,9455500,36352700
2024-07-24,61777600,26805800,327776900,167942900,41532400,17649700,49585200
2024-07-25,51391200,29943800,460067000,100636500,44464200,18240500,44852000
2024-07-26,41601300,23583800,293399100,94604100,29506000,14222400,41336900
2024-07-29,36311800,15125800,248152100,129201800,33270100,11339600,20293800
2024-07-30,41643800,32687600,486833300,100560300,39508600,11390400,18959700
2024-07-31,50036300,42891400,473174200,67497000,41667300,24285800,25729100
2024-08-01,62501000,30296400,523462300,83861900,70435600,43083100,24531400
2024-08-02,105568600,29437900,482027500,82880100,141448400,24044700,29130100
2024-08-05,119548600,40709200,552842400,100308800,83149400,21396200,53630700
2024-08-06,69660500,24946500,409012100,73783900,59950800,20955000,49004600
2024-08-07,63516400,20650900,411440400,71159800,48408200,20105300,25138600
2024-08-08,47161100,20203000,391910000,65033900,44616200,16156800,25578800
2024-08-09,42201600,19276700,290844200,58648300,36401000,13696600,28602300
2024-08-12,38028100,16762900,325559900,64044900,30072800,9767400,15895300
2024-08-13,44155300,19414300,312646700,76247400,39237900,13743800,18551700
2024-08-14,41960600,18267000,339246400,70250000,28843800,11444200,40591100
2024-08-15,46414000,20752100,318086700,89848500,51698500,13482100,31524300
2024-08-16,44340200,22775600,302589900,88765100,31489200,14776700,24208600
2024-08-19,40687800,15234000,318333600,76435200,31129800,9879700,22416200
2024-08-20,30299000,16387600,300087400,74001200,26255200,7944400,18341500
2024-08-21,34765500,16067300,257883600,70146000,35599100,13423300,22902000
2024-08-22,43695300,19361900,376189100,79514500,32047500,15708300,22493300
2024-08-23,38677300,18493800,323230300,81525200,29150100,11323900,13955700
2024-08-26,30602200,13152800,331964700,59301200,22366200,9584000,14190400
2024-08-27,35934600,13492900,303134600,62821400,29842000,6282700,11821900
2024-08-28,38052200,14882700,448101100,64116400,29045000,9106100,16407400
2024-08-29,51906300,17045200,453023300,62308800,26407800,8317400,19699800
2024-08-30,52990800,24308300,333751600,63370600,43429400,9157500,22123800
2024-09-03,50190600,20313600,477155100,76714200,37817500,12459100,38945300
2024-09-04,43840200,15135800,372470300,80651800,30309200,8335200,19353800
2024-09-05,36615400,14195500,306850700,119355000,40170500,8640900,18688700
2024-09-06,48423000,19609500,413638100,112177000,41466500,14744500,37912100
2024-09-09,67180000,15295100,273912000,67443500,29037400,11047800,39260500
2024-09-10,51591000,19594300,268283700,78891100,36233800,9899000,31118800
2024-09-11,44587100,19266900,441422400,83548600,42564700,10782500,29607700
2024-09-12,37455600,17395700,366052700,71894900,33544200,11970500,29621500
2024-09-13,36766600,15874600,238358300,59515100,26495400,10321400,29591200
2024-09-16,59357400,13834700,248772300,54323000,26065500,9527600,18379800
2024-09-17,45519300,18874200,231925900,66761600,26091700,11690800,20715600
2024-09-18,59894900,18898000,310318900,78010200,34448100,10323500,23677300
2024-09-19,66781300,21706600,293506400,102694600,39543200,15647000,26587700
2024-09-20,318679900,55167100,382462400,99879100,100378600,22066800,40896400
2024-09-23,54146000,15128900,206228500,86927200,36993100,12830700,24150900
2024-09-24,43556100,17015800,354966800,88491000,43478900,12993000,23332100
2024-09-25,42308700,13396400,284692900,65034300,26391100,16543400,18869200
2024-09-26,36636700,14492000,302582900,67142200,36334900,14400800,20319300
2024-09-27,34026000,14896100,271009200,70988100,36002300,9398400,21101300
2024-09-30,54541900,16807300,226553700,80705700,41583900,12792300,20413900
2024-10-01,63285000,19092900,302094500,87397600,36044900,15259300,28338100
2024-10-02,32880600,16582300,221845900,93983900,23704100,6524700,17760200
2024-10-03,34044200,13686400,277118000,80729200,30204300,11581000,15073100
2024-10-04,37245100,19169700,243678100,86573200,40890300,14169500,19047400
2024-10-07,39505400,20919800,346250200,68113300,42364200,12014200,22463100
2024-10-08,31855700,19229300,285722500,56303200,26372100,7857400,23072700
2024-10-09,33591100,14974300,246191600,66289500,26343100,9529700,31181800
2024-10-10,28183500,13848400,242311300,83087100,27785000,7740400,14144100
2024-10-11,31759200,14144900,170209500,142628900,25751600,8587100,15344300
2024-10-14,39882100,16653100,232347700,86291900,22614400,8252000,19016100
2024-10-15,64751400,18900200,377831000,62988800,32178900,9564200,20247200
2024-10-16,34082200,15508900,264879700,49632800,23456800,11268400,16406000
2024-10-17,32993800,14820000,306435900,50791800,25039400,8701200,21453400
2024-10-18,46431500,17145300,176090200,49611900,37417700,7694300,19757700
2024-10-21,36254500,14206100,264554500,47329000,24639400,8171900,20946500
2024-10-22,38846600,25482200,226311600,43268700,29650600,8544500,16568100
2024-10-23,52287000,19654400,285930000,80938900,31937100,14248400,18280500
2024-10-24,31109500,13581600,172354900,204491900,21647400,7184700,22412500
2024-10-25,38802300,16899100,205122100,161611900,29362100,11337900,19828900
2024-10-28,36087100,14882400,173586700,107653600,27930800,10925100,32138600
2024-10-29,35417200,17644100,157593600,80521800,35690200,13019100,42169000
2024-10-30,47070900,29749100,179418100,53993600,37707600,26864900,68890800
2024-10-31,64370100,53971000,270039600,66575300,75146800,26838400,44769000
2024-11-01,65276700,24230400,207127800,57544800,99687800,15303200,31796500
2024-11-04,44944500,19672300,187528200,68802400,38492100,12064600,21492700
2024-11-05,28111300,17626000,160537400,69282500,30564800,9775400,18242100
2024-11-06,54561100,26681800,242043900,165228700,72292200,18305400,33695500
2024-11-07,42137700,19901800,207323300,117309200,52878400,14653700,25352900
2024-11-08,38328800,16891400,175665800,204782800,36075800,9415700,22006200
2024-11-11,42005600,24503300,182325600,210521600,35456000,10209100,17450400
2024-11-12,40398300,19401200,198634700,155726000,38942900,16287700,25134900
2024-11-13,48566200,21502200,191903300,125405600,46212900,10757600,23184000
2024-11-14,44923900,30246900,194463300,120726100,42620300,11053700,31007500
2024-11-15,47923700,28247600,250132900,114440300,86591100,17712900,32504600
2024-11-18,44633700,24727000,221205300,126085600,36409900,14327300,20135300
2024-11-19,36211800,18133500,227834900,88852500,31197900,9522400,23434900
2024-11-20,35169600,19191700,309871700,66340700,32769000,9797300,18997100
2024-11-21,42108300,20780200,400946600,58011700,58800000,11154700,59734400
2024-11-22,38168300,24814600,236406200,89140700,31530800,9164000,38604600
2024-11-25,90152800,27691100,344941900,95890900,40685700,13599800,33135300
2024-11-26,45986200,23458900,190287700,62295900,41673700,10356600,20486700
2024-11-27,33498400,18332400,226370900,57896400,28061600,7200200,19266500
2024-11-29,28481400,16271900,141863200,37167600,24892400,7130500,14257200
2024-12-02,48137100,20207200,171682800,77986500,39523200,12522400,23789100
2024-12-03,38861000,18302000,164414000,58267200,32214800,14907200,22248700
2024-12-04,44383900,26009400,231224300,50810900,48745700,14697000,31615100
2024-12-05,40033900,21697800,172621200,81403600,41140200,8081200,21356200
2024-12-06,36870600,18821000,188505600,81455800,44178100,16935500,21462400
2024-12-09,44649200,19144400,189308600,96359200,46819400,11426000,25389600
2024-12-10,36914800,18469500,210020900,97563600,31199900,10938900,54813000
2024-12-11,45205800,19200200,184905200,104287600,35385800,10837200,67894100
2024-12-12,32777500,20834800,159211400,87752200,28204100,7474700,34817500
2024-12-13,33155300,20177800,231514900,89000200,28768100,8453300,25143500
2024-12-16,51694800,23598800,237951100,114083800,37552100,10885600,44934900
2024-12-17,51356400,22733500,259410300,131223000,35948100,12897800,43504000
2024-12-18,56774100,24444500,277444500,149340800,43281400,17075500,34166100
2024-12-19,60882300,22963700,209719200,118566100,39918700,14958100,32265200
2024-12-20,147495300,64263700,306528600,132216200,88279200,48989400,63462900
2024-12-23,40858800,19152500,176053500,72698100,28070000,10205800,25675000
2024-12-24,23234700,7164500,105157000,59551800,15007500,4726100,10403300
2024-12-26,27237100,8194200,116205600,76366400,16146700,6081400,12046600
2024-12-27,42355300,18117700,170582600,82666800,27367100,8084200,18891400
2024-12-30,35557500,13158700,167734700,64941000,28321200,7025900,14264700
2024-12-31,39480700,13246500,155659200,76825100,24819700,6019500,17466900
2025-01-02,55740700,16896500,198247200,109710700,33956600,12682300,20370800
2025-01-03,40244100,16662900,229322500,95423300,27515600,11436800,18596200
2025-01-06,45045600,20573600,265377400,85516500,31849800,14560800,29563600
2025-01-07,40856000,18139100,351782200,75699500,28084200,12071500,26487200
2025-01-08,37628900,15054600,227349900,73038800,25033300,10085800,24864800
2025-01-10,61710900,20201100,207602500,62287300,36811500,19256600,26665200
2025-01-13,49630700,17604800,204808900,67580500,27262700,10785000,21823700
2025-01-14,39435300,16935900,195590500,84565000,24711700,13598000,17174900
2025-01-15,39832000,19637800,185217300,81375500,31291300,15524300,21776000
2025-01-16,71759100,15300000,209235600,68335200,24757300,8355300,17815400
2025-01-17,68488300,26197500,201188800,94991400,42370100,17280600,27735100
2025-01-21,98070400,26085700,197749000,87320900,39951500,11674000,29971300
2025-01-22,64126500,27803800,237651400,60963300,41448200,12274000,26200600
2025-01-23,60234800,18389300,155915500,50690600,26404400,9910200,26951400
2025-01-24,54697900,15549500,234657600,56427100,25890700,19065300,23877500
2025-01-27,94863400,35647800,818830900,58125500,49428300,28399200,41728900
2025-01-28,75707600,23491700,579666400,48910700,41587200,20950100,24157900
2025-01-29,45486100,23581400,467120600,68033600,26091700,21377800,18218300
2025-01-30,55658300,54586300,392925500,98092900,32020700,29322900,24354700
2025-01-31,100959800,34161900,388161100,83283600,36110200,19303900,32001100
2025-02-03,73063300,25679100,371235700,93732100,37285900,21415700,27838300
2025-02-04,45067300,20532100,256550000,57072200,29713800,13826300,43856400
2025-02-05,39620300,16316700,262230800,57223300,38727300,17778200,70373900
2025-02-06,29925300,16309800,251483600,77918200,60897100,13080700,29297400
2025-02-07,39707200,22886800,228186300,70298300,77539300,16427100,49315000
2025-02-10,33115600,20817900,216989100,77514900,35419900,12904300,23105600
2025-02-11,53718400,18140600,178902400,118543400,23713700,12998000,21239500
2025-02-12,45243300,19121700,160278600,105382700,32285200,12016500,22072600
2025-02-13,53614100,23891700,197430000,89441500,31346500,12569100,21402500
2025-02-14,40896200,22758500,195479600,68277300,27031100,16901200,20448400
2025-02-18,48822500,21423100,219176600,51631700,42975100,21938700,29916700
2025-02-19,32204200,24114200,167536000,67094400,28566700,17535500,19549400
2025-02-20,32316900,23508700,143903600,45965400,30001700,12587400,20441500
2025-02-21,53197400,27524800,228217600,74058600,55323900,15660400,35199200
2025-02-24,51326400,26443700,251381100,76052300,42387600,15677000,29854200
2025-02-25,48013300,29387400,271428700,134228800,58958000,20579700,41913400
2025-02-26,44433600,19619000,322553800,100118300,39120600,14488700,35431300
2025-02-27,41153600,21127400,443175800,101748200,40548600,12500000,39991000
2025-02-28,56833400,32845700,389091100,115697000,51771700,17534200,48130600
2025-03-03,47184000,23007700,411381400,115551400,42948400,10843800,40770500
2025-03-04,53798100,29342900,398163300,126706600,60853100,21495200,45388000
2025-03-05,47227600,23433100,284337900,94042900,38610100,13770000,30954900
2025-03-06,45170400,23304600,321181900,98451600,49863800,13446500,28302000
2025-03-07,46273600,22034100,341755500,102369600,59802800,21375700,27385800
2025-03-10,72071200,32840100,366487400,189076900,62350900,21999900,43604000
2025-03-11,76137400,30380200,354865700,174896400,54002900,17401500,39587400
2025-03-12,62547500,24253600,323857500,142215700,43679300,15747000,28372400
2025-03-13,61368300,20473000,299033100,114813500,41270800,16480300,31756200
2025-03-14,60107600,19952800,277593500,100242300,38096700,12364500,31995900
2025-03-17,48073400,22474300,255501500,111900600,47341800,15473900,31184300
2025-03-18,42432400,19486900,299686900,111477600,40414900,20297700,42074800
2025-03-19,54385400,19185500,273426200,111993800,39442900,20537500,34275600
2025-03-20,48862900,18470500,248829700,99028300,38921100,24336500,28138500
2025-03-21,94127800,39675900,266498500,132728700,60056900,25015900,36625800
2025-03-24,44299500,21004500,228452500,169079900,41625400,15741300,30879100
2025-03-25,34493600,15775000,167447200,150361500,31171200,15312500,24174400
2025-03-26,34466100,16108400,293463300,153629800,32855300,12609800,28901600
2025-03-27,37094800,13766800,236902100,162572100,27317700,10436500,24508300
2025-03-28,39818600,21632000,229872500,123809400,52548200,17602800,48669300
2025-03-31,65299300,35184700,299212700,134008900,63547600,21124700,54603500
2025-04-01,36412700,19689500,222614000,146486900,41267300,12836600,30672900
2025-04-02,35905900,16092600,220601200,212787800,53679200,13470800,25041700
2025-04-03,103419000,30198000,338769400,136174300,95553600,34777500,46883400
2025-04-04,125910900,49209900,532273800,181229400,123159400,38589800,62259500
2025-04-07,160466300,50425000,611041300,183453800,109327100,36606100,76794100
2025-04-08,120859500,35868900,476243400,171603500,87710400,28034200,52200200
2025-04-09,184395900,50199700,612918300,219433400,116804300,39216600,70406200
2025-04-10,121880000,38024400,437812400,181722600,68302000,28173500,48022000
2025-04-11,87435900,23839200,313417300,128948100,50594300,17642300,33636200
2025-04-14,101352900,19251200,264705000,100135200,48002500,14130900,30333000
2025-04-15,51343900,17199900,228966900,79594300,43642000,15558700,27551500
2025-04-16,59732400,21967800,397016900,112378700,51875300,18735100,28187400
2025-04-17,52164700,21120200,292517500,83404800,44726500,14593500,33046600
2025-04-21,46742500,20807300,288501100,97768000,48126100,16166000,26049100
2025-04-22,52976400,19485000,241004800,120858500,56607200,17399400,26971800
2025-04-23,52929200,20545500,247526000,150381900,63470100,18173900,31128800
2025-04-24,47311000,22232300,220815000,94464200,43763200,13910000,45894000
2025-04-25,38222300,18973200,251064700,167560700,36414300,17098900,56034000
2025-04-28,38743100,16579400,207708500,151731800,33224700,15179000,29745800
2025-04-29,36827600,14974000,170444300,108906600,41667300,11835000,26809000
2025-04-30,52286500,36461100,235044600,128961100,55176500,29244000,34981100
2025-05-01,57365700,58938100,236121500,99659000,74266000,31159000,30203200
2025-05-02,101010600,30757400,190194800,114454700,77903500,24739300,25715000
2025-05-05,69018500,20136100,133163200,94618900,35217500,13887700,21341800
2025-05-06,51216500,15104200,158525600,76715800,29314100,10600700,21277200
2025-05-07,68536700,23295300,206758800,71592600,43948600,13139100,127490100
2025-05-08,50478900,23491300,198428100,97539400,41043600,14622800,57498700
2025-05-09,36453900,15324200,132972200,132387800,29663100,10427300,32435300
2025-05-12,63775800,22821900,225023300,112826700,75205000,21965100,44138800
2025-05-13,51909300,23618800,330430100,136992600,56193700,18570800,42382100
2025-05-14,49325800,19902800,281180800,136997300,38492100,12348200,48755900
2025-05-15,45029500,21992300,226632600,97882600,64347300,14341800,33146700
2025-05-16,54737900,23849800,226542500,95895700,43318500,18519000,42846900
2025-05-19,46140500,21336500,193154600,88869900,34314800,9592400,30426100
2025-05-20,42496600,15441800,161514200,131715500,29470400,6743500,46607700
2025-05-21,59211800,19216900,270608700,102354800,42460900,11464600,73416000
2025-05-22,46742400,18025600,187344000,97113400,38938900,8228400,74864400
2025-05-23,78432900,16883500,198821300,84654800,33393500,8454100,35211400
2025-05-27,56288500,20974300,192953600,120146400,34892000,9508400,37995700
2025-05-28,45339700,17086300,304021100,91404300,28549800,9042900,34784000
2025-05-29,51396800,13974800,369241900,88087800,34650000,8858800,29317300
2025-05-30,70819900,34770500,333170900,123474900,51679400,16241000,52639900
2025-06-02,35423300,16626500,197663100,81873800,29113300,15766300,38612300
2025-06-03,46381600,15743800,225578800,99324500,33139100,11585000,45084900
2025-06-04,43604000,14162700,167120800,98912100,29915600,14031900,26900800
2025-06-05,55126100,20131700,231397900,287499800,51864200,13083100,36379100
2025-06-06,46607700,15285600,153986200,164747700,39832500,11728000,35731800
2025-06-09,72862600,16469900,185114500,140908900,38102500,12773200,28935900
2025-06-10,54672600,15375900,155881900,151256500,31303300,10850100,61766100
2025-06-11,60989900,16399200,167694000,122611400,39326000,9582500,31646800
2025-06-12,43904600,18950600,162365000,105127500,27640000,7322700,20941900
2025-06-13,51447300,16814500,180820600,128964300,29337800,9274400,27663100
2025-06-16,43020700,15626100,183133700,83925900,33284200,13720300,27389200
2025-06-17,38856200,15414100,139108000,88282700,32086300,10066100,24973000
2025-06-18,45394700,17526500,161494100,95137700,44360500,10068300,28707500
2025-06-20,96813500,37576200,242956200,108688000,75350700,22538600,75659900
2025-06-23,55814300,24864000,154308900,190716800,37311700,11080100,57671000
2025-06-24,54064000,22305600,187566100,114736200,38378800,13823200,40524300
2025-06-25,39525700,17495100,269146500,119845100,31755700,9320400,35479000
2025-06-26,50799100,21578900,198145700,80440900,50480800,13964800,31796700
2025-06-27,73188600,34539200,263234500,89067000,119217100,18775700,108140200
2025-06-30,91912800,28369000,194580300,76695100,58887800,15402100,63378900
2025-07-01,78788900,19945400,213143600,145085700,39256800,13431200,35904500
2025-07-02,67941800,16319600,171224100,119483700,30894200,9336700,29128900
2025-07-03,34955800,13984800,143716100,58042300,29632400,8601700,21689700
2025-07-07,50229000,13981600,140139000,131177900,36604100,9457100,34175600
2025-07-08,42848900,11846600,138133000,103246700,45692000,7770700,40442500
2025-07-09,48749400,18659500,183656400,75586800,38155100,11418000,43025600
2025-07-10,44443600,16492100,167704100,104365300,30370600,9913600,29252400
2025-07-11,39765800,16459500,193633300,79236400,50518300,10873900,34282900
2025-07-14,38840100,12058800,136975800,78043400,35702600,8939400,32536600
2025-07-15,42296300,14927200,230627400,77556300,34907300,11529500,33448300
2025-07-16,47490500,15154400,158831500,97284800,39535900,13067600,33104200
2025-07-17,48068100,17503100,160841100,73922900,31855800,11803300,31992600
2025-07-18,48974600,21209700,146456400,94255000,37833800,12779800,34014500
2025-07-21,51377400,14066800,123126100,75768800,40297600,9404400,45803100
2025-07-22,46404100,13868600,193114300,77370400,37483700,8921100,44660200
2025-07-23,46989300,16396600,154082200,92553800,28294900,8771600,58681900
2025-07-24,46022600,16107000,128984600,156966000,42902300,10920800,74881700
2025-07-25,40268800,19125700,122316800,148227000,28712100,8271700,39785900
2025-07-28,37858000,14308000,140023500,112673800,26300100,8715700,38139500
2025-07-29,51411700,16469200,154077500,87358900,33716200,13267000,41389200
2025-07-30,45512500,26380400,174312200,83931900,32993300,27077300,32445400
2025-07-31,80698400,51617300,221685400,85270900,104357300,38831100,51329200
2025-08-01,104434500,28977600,204529000,89121400,122258800,19028700,34832200
2025-08-04,75109300,25349000,148174600,78683900,77890100,15801700,31547400
2025-08-05,44155100,19171600,156407600,57961300,51505100,11640300,31602300
2025-08-06,108483100,21355700,137192300,78523600,54823000,9733900,21562900
2025-08-07,90224800,16079100,151878400,66658700,40603500,9019700,26321800
2025-08-08,113854000,15531000,123396700,91200300,32970500,7320800,39161800
2025-08-11,61806100,20194400,138323200,105320200,31646200,7612000,25832400
2025-08-12,55626200,18667000,145485700,80522100,37185800,14563100,30397900
2025-08-13,69878500,19619200,179871700,67838900,36508300,8811800,28342900
2025-08-14,51916300,20269100,129554000,75000700,61545800,8116200,25230400
2025-08-15,56038700,25213300,156602200,74319800,39649200,13375400,34931400
2025-08-18,37476200,23760600,132008000,56956600,25248900,16513700,18526600
2025-08-19,39402600,21481000,185229200,75956000,29891000,12286700,24240200
2025-08-20,42263900,27723000,215142700,77481800,36604300,11898200,28955500
2025-08-21,30621200,18443300,140040900,55744400,32140500,8876300,19774600
2025-08-22,42477800,24324200,172789400,94016300,37315300,10612700,42827000
2025-08-25,30983100,21638600,163012800,86670000,22633700,6861200,29928900
2025-08-26,54575100,30835700,168688200,76651600,26105400,7601800,28464100
2025-08-27,31259500,17277900,235518900,65519000,21254500,8315400,23022900
2025-08-28,38074700,18015600,281787800,67903200,33679600,7468000,32339300
2025-08-29,39418400,20961600,243257900,81145700,26199200,9070500,39728400
2025-09-02,44075600,18128000,231164900,58392000,38843900,9350900,47523000
2025-09-03,66427800,16345100,164424900,88733300,29223100,7699300,103336100
2025-09-04,47549400,15509500,141670100,60711000,59391800,11439100,51684200
2025-09-05,54870400,31994800,224441400,108989800,36721800,9663400,46588900
2025-09-08,48999500,16771000,163769100,75208300,33947100,13087800,32474700
2025-09-09,66313900,14410500,157548400,53816000,27033800,10999000,38061000
2025-09-10,83440800,21611800,226852000,72121700,60907700,12478300,35141100
2025-09-11,50208600,18881600,151159300,103756000,37485600,7923300,30599300
2025-09-12,55824200,23624900,124911000,168156400,38496200,8248600,26771600
2025-09-15,42699500,17143800,147061600,163823700,33243300,10533800,58383800
2025-09-16,63421100,19711900,140737800,104285700,38203900,11782500,34109700
2025-09-17,46508000,15816600,211843800,106133500,42815200,9400900,34108000
2025-09-18,44249600,18913700,191763300,90454500,37931700,10955000,31239500
2025-09-19,163741300,52474100,237182100,93131000,97943200,23696800,55571400
2025-09-22,105517400,20009300,269637000,97108800,45914500,11706900,32290500
2025-09-23,60275200,19799600,192559600,83422700,70956200,10872600,26628000
2025-09-24,42303700,13533700,143564100,93133600,49509000,8828200,28201000
2025-09-25,55202100,15786500,191586700,96746400,52226300,10591100,31020400
2025-09-26,46076300,16213100,148573700,101628200,41650100,9696300,18503200
2025-09-29,40127700,17617800,193063500,79491500,44259200,9246800,32505800
2025-09-30,37704300,19728200,236981000,74358000,48396400,16226800,34724300
2025-10-01,48713900,22632300,173844900,98122300,43933800,20419600,31658200
2025-10-02,42630200,21222900,136805800,137009000,41258600,11415300,25483300
2025-10-03,49155600,15112300,137596900,133188200,43639000,16154300,30249600
2025-10-06,44664100,21388600,157678100,85324900,43690900,21654700,28894700
2025-10-07,31955800,14615200,140088000,102296100,31194700,12062900,23181300
2025-10-08,36496900,13363400,130168900,71192100,46686000,10790600,21307100
2025-10-09,38322000,18343600,182997200,69339900,46412100,12717200,27892100
2025-10-10,61999100,24133800,268774400,112107900,72367500,16980100,33180300
2025-10-13,38142900,14284200,153482800,79552800,37809700,9251800,24995000
2025-10-14,35478000,14684300,205641400,72669400,45665600,8829800,22111600
2025-10-15,33893600,14694700,214450500,71558200,45909500,10246800,27007700
2025-10-16,39777000,15559600,179723300,77189900,42414600,9017000,27997200
2025-10-17,49147000,19867800,173135200,89331600,45986900,12232400,29671600
2025-10-20,90483000,14665600,128544700,63719000,38882800,8900200,22350200
2025-10-21,46695900,15586200,124240200,54412200,50494600,7647300,47312100
2025-10-22,45015300,18962700,162249600,84023500,44308500,8734500,35029400
2025-10-23,32754900,14023500,111363700,126709800,31540000,9856000,19901400
2025-10-24,38253700,15532400,131296700,94727800,38685100,9151300,28655100
2025-10-27,44888200,18734700,153452700,105867500,38267000,11321100,35235200
2025-10-28,41534800,29986700,297986200,80185700,47100000,12193800,29738600
2025-10-29,51086700,36023000,308829600,67983500,52036200,26818600,43580300
2025-10-30,69886500,41023100,178864400,72447900,102252900,88440100,74876000
2025-10-31,86167100,34006400,179802200,83135800,166340800,56953200,39267900
2025-11-03,50194600,22374700,180267300,84595200,95997800,33003600,29786000
2025-11-04,49274800,20958700,188919300,87756600,51546300,27356600,30078400
2025-11-05,43683100,23024300,171350300,85573000,40610700,20219900,31010300
2025-11-06,51204000,27406500,223029800,109622900,46004200,23628800,37173600
2025-11-07,48227400,24019800,264942300,103471500,46374300,29946800,34479600
2025-11-10,41312400,26101500,198897100,76515900,36476500,19245000,29557300
2025-11-11,46208300,17980000,176483300,60533200,23564100,13302200,19842100
2025-11-12,48398000,26574900,154935300,58513500,31190100,24493300,24829900
2025-11-13,49602800,25273100,207423100,118948000,41401700,20973800,29494000
2025-11-14,47431300,28505700,186591900,105506700,38956700,20724100,31647200
2025-11-17,45018300,19092800,173628900,102214300,59919000,16501300,52670200
2025-11-18,45677300,33815100,213598900,80688600,60608400,25500600,49158700
2025-11-19,40424500,23245300,247246400,72047700,58335600,24744700,68198900
2025-11-20,45823600,26802500,343504800,113548800,50309000,20603000,62025200
2025-11-21,59030800,31769200,346926200,100460600,68490500,21052600,74137700
2025-11-24,65585800,34421000,256618300,96806400,54318400,23554900,85165100
2025-11-25,46914200,28019800,320600300,71915600,39379300,25213000,88632100
2025-11-26,33431400,25709100,183852000,63463000,38497900,15209500,51373400
